주문_ID,고객_ID_주문,주문일자,약속_배송시간,실제_배송시간,배송상태_주문,주문_총액,결제수단,배송기사_ID_주문,매장_ID,상품_ID,수량,단가,상품명,카테고리,브랜드,가격,정가_MRP,마진율_퍼센트,유통기한_일수,최소_재고수준,최대_재고수준,배송기사_ID_배송,약속_시간,실제_시간,배송_소요시간_분,거리_km,배송상태_배송,지연_사유,피드백_ID,고객_ID_피드백,평점,피드백_내용,피드백_카테고리,감성,피드백_일자,고객명,이메일,전화번호,주소,지역,우편번호,가입일자,고객_세그먼트,총_주문수,평균_주문금액
2268306684,66742602,2024-05-28,2024-05-28 15:11:08,2024-05-28 15:10:08,On Time,2991.57,Wallet,65733,6847,812607,2,416.65,Potatoes,Fruits & Vegetables,Rege Group,416.65,555.53,25.0,3,11,63,65733,2024-05-28 15:11:08,2024-05-28 15:10:08,-1.0,1.82,On Time,,1592958,66742602,5,"Overall good experience, thank you!",Delivery,Positive,2024-05-28,Yatan Uppal,hchakraborty@example.net,913358190164,"18
Bala Zila, Katni 101174",Jalna,749857,2023-07-01,New,14,1981.09
6905293278,97259564,2024-06-16,2024-06-16 10:36:23,2024-06-16 11:02:23,Significantly Delayed,1404.68,Cash,53868,4187,799952,1,922.64,Cheese,Dairy & Breakfast,Padmanabhan-Virk,922.64,1153.3,20.0,7,13,66,53868,2024-06-16 10:36:23,2024-06-16 11:02:23,26.0,0.58,Significantly Delayed,Traffic,2088819,97259564,3,"It was okay, nothing special.",Delivery,Neutral,2024-06-16,Watika Narayanan,soommen@example.com,914465932360,"H.No. 97, Sule Ganj
Moradabad 014721",Khammam,14378,2024-02-18,Premium,6,1047.69
1769493463,3292927,2024-06-26,2024-06-26 07:29:47,2024-06-26 07:24:47,On Time,2541.32,Wallet,22954,7071,709916,3,33.76,Detergent,Household Care,Varkey LLC,33.76,45.01,25.0,365,30,88,22954,2024-06-26 07:29:47,2024-06-26 07:24:47,-5.0,1.21,On Time,,3567003,3292927,2,I had a bad experience.,App Experience,Negative,2024-06-26,Nisha Iyer,vdalia@example.org,910256207668,"H.No. 13, Dash Path, Bhatpara-468793",Rewa,320465,2024-01-12,New,6,1795.72
5003387344,26592009,2024-06-23,2024-06-23 11:05:47,2024-06-23 11:00:47,On Time,2475.69,Wallet,21004,7477,67197,3,552.2,Butter,Dairy & Breakfast,Shetty-Bora,552.2,690.25,20.0,7,20,79,21004,2024-06-23 11:05:47,2024-06-23 11:00:47,-5.0,4.52,On Time,,2903160,26592009,4,"Nothing to complain about, but nothing exceptional.",Delivery,Neutral,2024-06-23,Michael Dhingra,mdasgupta@example.org,918994317959,"H.No. 28, Vasa Road
Nagpur 397247",Adoni,16283,2023-11-02,Premium,14,317.83
2064484752,89995124,2024-05-07,2024-05-07 23:00:49,2024-05-07 22:55:49,On Time,1949.92,Wallet,43022,1116,937542,3,97.04,Wheat Flour,Grocery & Staples,Khurana and Sons,97.04,114.16,15.0,365,28,93,43022,2024-05-07 23:00:49,2024-05-07 22:55:49,-5.0,2.29,On Time,,7511717,89995124,3,The product met my expectations.,Customer Service,Neutral,2024-05-07,Gauri Butala,ranveeranne@example.org,915746130106,"890, Sastry, Narasaraopet-405280",Muzaffarpur,833041,2023-10-29,Premium,6,995.42
964822979,88520326,2024-07-13,2024-07-13 10:49:00,2024-07-13 10:47:00,On Time,5804.23,Wallet,42914,7603,455755,2,44.09,Detergent,Household Care,Mangal-Sathe,44.09,58.79,25.0,365,23,53,42914,2024-07-13 10:49:00,2024-07-13 10:47:00,-2.0,1.09,On Time,,1055307,88520326,3,Delivery was late and I was unhappy.,Product Quality,Negative,2024-07-13,Chasmum Dhaliwal,sarora@example.org,912277505609,"65/481, Solanki Zila, Hosur 461150",Asansol,37026,2023-11-26,Premium,14,1537.05
6037899648,22738465,2024-03-27,2024-03-27 18:00:43,2024-03-27 18:04:43,On Time,1231.03,Cash,59131,914,669378,1,212.14,Potatoes,Fruits & Vegetables,Chadha and Sons,212.14,282.85,25.0,3,23,70,59131,2024-03-27 18:00:43,2024-03-27 18:04:43,4.0,4.56,On Time,Traffic,1477592,22738465,3,"Delivery was fine, but the product could be better.",Product Quality,Neutral,2024-03-27,Gabriel Oak,advayluthra@example.com,918378521079,"42/463
Rana Street, Chennai 439851",Narasaraopet,890953,2023-07-02,Inactive,16,1903.09
9347571484,29562072,2024-11-02,2024-11-02 17:26:15,2024-11-02 17:39:15,Slightly Delayed,3138.06,Card,88612,9615,112390,2,877.98,Toothpaste,Personal Care,"Kibe, Contractor and Randhawa",877.98,1350.74,35.0,365,23,85,88612,2024-11-02 17:26:15,2024-11-02 17:39:15,13.0,3.29,Slightly Delayed,Traffic,7898352,29562072,3,I had a bad experience.,Product Quality,Negative,2024-11-02,Edhitha Ranganathan,yashawini55@example.net,914683223867,"09, Soman Marg, Guna 345092",Hindupur,976259,2023-08-10,New,10,1449.0
3286177534,10225164,2023-06-24,2023-06-25 00:09:15,2023-06-25 00:07:15,On Time,3612.26,Wallet,90038,6046,891833,1,493.19,Curd,Dairy & Breakfast,Mani PLC,493.19,616.49,20.0,7,11,69,90038,2023-06-25 00:09:15,2023-06-25 00:07:15,-2.0,3.07,On Time,,8804364,10225164,3,The product met my expectations.,Delivery,Neutral,2023-06-25,Siya Parmer,watika42@example.net,915830822437,"51/60
Chawla
Darbhanga-169445",Dehri,625283,2024-09-25,Inactive,20,491.07
9073572548,97111069,2023-05-02,2023-05-02 23:25:42,2023-05-02 23:47:42,Significantly Delayed,1091.89,Card,28575,6542,60619,1,726.41,Iced Tea,Cold Drinks & Juices,Bhasin LLC,726.41,1037.73,30.0,180,10,97,28575,2023-05-02 23:25:42,2023-05-02 23:47:42,22.0,4.77,Significantly Delayed,Traffic,1208337,97111069,4,The product met my expectations.,Customer Service,Neutral,2023-05-02,Megha Hora,inaya49@example.com,918549511420,"839, Bhatti Ganj, Saharanpur 068437",North Dumdum,143574,2024-02-16,Inactive,10,1898.27
8395583761,1989720,2024-08-04,2024-08-04 23:53:44,2024-08-04 23:48:44,On Time,410.62,UPI,84816,5448,561860,3,874.78,Orange Juice,Cold Drinks & Juices,Gupta Ltd,874.78,1249.69,30.0,180,21,90,84816,2024-08-04 23:53:44,2024-08-04 23:48:44,-5.0,3.53,On Time,,4382390,1989720,4,Great prices and fast delivery!,App Experience,Positive,2024-08-04,Anusha Bahri,hemanginigour@example.org,917371380072,"H.No. 78, Memon Marg, Bettiah-165769",Saharanpur,232753,2023-11-10,Inactive,6,239.76
6355378227,67092149,2023-08-11,2023-08-11 17:06:36,2023-08-11 17:05:36,On Time,5019.02,UPI,23910,810,993331,1,102.44,Pulses,Grocery & Staples,"Parmer, Gola and Yogi",102.44,120.52,15.0,365,28,86,23910,2023-08-11 17:06:36,2023-08-11 17:05:36,-1.0,3.91,On Time,,4858018,67092149,4,"Overall good experience, thank you!",Customer Service,Positive,2023-08-11,Daksh Atwal,indiratrivedi@example.com,919692423734,"374, Sehgal Zila
Mysore 291634",Davanagere,619381,2023-12-16,Premium,1,376.48
277376321,89784343,2024-07-28,2024-07-28 04:45:12,2024-07-28 04:44:12,On Time,3694.48,Wallet,78589,3357,94225,3,77.11,Toilet Cleaner,Household Care,"Gulati, Ram and Sarkar",77.11,102.81,25.0,365,13,70,78589,2024-07-28 04:45:12,2024-07-28 04:44:12,-1.0,3.85,On Time,,2400571,89784343,4,Great prices and fast delivery!,App Experience,Positive,2024-07-28,Radhika Kaul,vidhimitra@example.net,911430159648,"24/53
Koshy Chowk, Bangalore-414625",Dibrugarh,451264,2024-04-02,Premium,11,673.6
8559748526,45868300,2023-04-05,2023-04-05 18:27:19,2023-04-05 18:28:19,On Time,1152.09,Wallet,93002,2270,552496,1,508.0,Dish Soap,Household Care,Dhar PLC,508.0,677.33,25.0,365,17,59,93002,2023-04-05 18:27:19,2023-04-05 18:28:19,1.0,0.94,On Time,Traffic,3093140,45868300,4,"Average experience, could improve.",App Experience,Neutral,2023-04-05,Isha Sheth,revaatwal@example.net,915776097269,"H.No. 36
Doctor Path, Aurangabad 897507",Ratlam,406941,2023-08-24,Premium,7,584.9
1458051433,50760752,2024-04-26,2024-04-26 09:30:56,2024-04-26 09:26:56,On Time,1055.18,UPI,61040,7426,57405,3,607.67,Baby Food,Baby Care,Srinivas PLC,607.67,868.1,30.0,365,21,64,61040,2024-04-26 09:30:56,2024-04-26 09:26:56,-4.0,2.75,On Time,,9407783,50760752,4,The product met my expectations.,App Experience,Neutral,2024-04-26,Yug Varughese,kapooravi@example.org,916862473368,"H.No. 12
Randhawa
Proddatur 807263",Maheshtala,100658,2023-03-17,New,14,1670.47
5838302640,96795047,2023-05-12,2023-05-12 06:02:25,2023-05-12 06:09:25,Slightly Delayed,3377.44,UPI,30907,4242,240179,3,90.56,Cough Syrup,Pharmacy,Ram-Suri,90.56,113.2,20.0,365,20,56,30907,2023-05-12 06:02:25,2023-05-12 06:09:25,7.0,1.7,Slightly Delayed,Traffic,1180902,96795047,4,"It was okay, nothing special.",App Experience,Neutral,2023-05-12,Osha Desai,rachitabehl@example.org,915335035895,"H.No. 940, Goda Chowk, Morena 883030",Chittoor,679019,2024-05-03,New,15,1834.19
1380971977,16561710,2024-06-02,2024-06-02 13:21:55,2024-06-02 13:16:55,On Time,3117.74,Cash,52614,6655,602241,3,976.55,Nuts,Snacks & Munchies,Bahl-Pau,976.55,1502.38,35.0,90,12,75,52614,2024-06-02 13:21:55,2024-06-02 13:16:55,-5.0,4.09,On Time,,6888502,16561710,3,"Delivery was fine, but the product could be better.",Product Quality,Neutral,2024-06-02,Isaiah Natt,amrita65@example.org,914278244798,"85, Samra Zila
Thane-835654",Baranagar,881409,2023-09-16,New,12,1043.28
1221099013,35156679,2023-07-23,2023-07-23 11:01:59,2023-07-23 11:03:59,On Time,4335.11,Wallet,60689,8589,131937,1,287.81,Frozen Pizza,Instant & Frozen Food,"Varkey, Devi and Ganguly",287.81,479.68,40.0,180,18,68,60689,2023-07-23 11:01:59,2023-07-23 11:03:59,2.0,3.15,On Time,Traffic,8679241,35156679,4,"Nothing to complain about, but nothing exceptional.",Customer Service,Neutral,2023-07-23,Chakradev Verma,vincent13@example.com,910123070760,"71/96, Amble Circle, Panvel-979863",Etawah,954583,2024-01-07,Premium,8,1412.4
6771166303,87718744,2023-07-24,2023-07-24 04:36:07,2023-07-24 04:48:07,Slightly Delayed,816.38,Wallet,98179,2820,677542,3,212.61,Toilet Cleaner,Household Care,Thaman-Lanka,212.61,283.48,25.0,365,10,52,98179,2023-07-24 04:36:07,2023-07-24 04:48:07,12.0,2.55,Slightly Delayed,Traffic,7512781,87718744,3,The order was incorrect.,Product Quality,Negative,2023-07-24,Max Pandit,vamakshi09@example.com,912812848221,"66/373
Wali
Singrauli-074003",Bathinda,966966,2023-09-29,Regular,6,863.84
7111337755,10524732,2023-05-06,2023-05-06 06:07:44,2023-05-06 06:04:44,On Time,1550.71,Cash,84833,4083,888807,3,230.58,Bread,Dairy & Breakfast,Arya Group,230.58,288.23,20.0,7,13,91,84833,2023-05-06 06:07:44,2023-05-06 06:04:44,-3.0,3.44,On Time,,5356601,10524732,4,"Average experience, could improve.",Customer Service,Neutral,2023-05-06,Bhavna Ramesh,esingh@example.org,915866776432,"39/475
Sathe Road
Bhopal-622648",Rajahmundry,134704,2023-11-16,Regular,18,1830.92
5562922993,62416456,2023-12-06,2023-12-06 02:14:19,2023-12-06 02:17:19,On Time,2292.64,Wallet,73904,418,540618,1,317.05,Popcorn,Snacks & Munchies,Golla-Luthra,317.05,487.77,35.0,90,28,87,73904,2023-12-06 02:14:19,2023-12-06 02:17:19,3.0,1.64,On Time,Traffic,9043273,62416456,4,"Nothing to complain about, but nothing exceptional.",Product Quality,Neutral,2023-12-06,Diya Chakrabarti,bhavanikala@example.com,919634128482,"937, Nayar Street
Ongole-865795",Medininagar,121675,2023-09-25,Inactive,18,752.91
5630957897,69925688,2024-06-18,2024-06-18 07:32:42,2024-06-18 07:36:42,On Time,827.44,Wallet,14408,468,876139,2,415.75,Pulses,Grocery & Staples,Cherian-Dara,415.75,489.12,15.0,365,14,83,14408,2024-06-18 07:32:42,2024-06-18 07:36:42,4.0,3.92,On Time,Traffic,3470106,69925688,4,"Delivery was fine, but the product could be better.",Delivery,Neutral,2024-06-18,Yashica Sehgal,igola@example.net,916177443666,"77/881, Mitra Street
Erode 449182",Nandyal,920703,2024-02-25,Inactive,20,1350.67
1787380558,5140660,2023-11-08,2023-11-08 17:43:58,2023-11-08 17:45:58,On Time,2066.77,Cash,95835,862,444361,3,822.63,Pain Reliever,Pharmacy,"Prakash, Bawa and Kale",822.63,1028.29,20.0,365,20,71,95835,2023-11-08 17:43:58,2023-11-08 17:45:58,2.0,2.8,On Time,Traffic,5957700,5140660,4,"Nothing to complain about, but nothing exceptional.",App Experience,Neutral,2023-11-08,Tripti Loke,anika70@example.com,916100622779,"25, Oommen Road, Gandhidham 607310",Akola,164050,2023-08-18,Inactive,17,908.68
32613017,82594354,2023-03-17,2023-03-17 00:36:41,2023-03-17 00:36:41,On Time,2354.28,Card,77303,3364,451812,1,530.85,Pain Reliever,Pharmacy,"Batra, Sant and Mandal",530.85,663.56,20.0,365,29,63,77303,2023-03-17 00:36:41,2023-03-17 00:36:41,0.0,4.0,On Time,,8956798,82594354,5,"Excellent quality, will buy again!",Delivery,Positive,2023-03-17,Harinakshi Sule,ocontractor@example.net,919987025776,"H.No. 608
Dhawan Ganj
Nizamabad 291392",Avadi,345071,2024-01-04,Regular,7,321.8
2039041670,88324928,2024-11-01,2024-11-01 10:05:47,2024-11-01 10:20:47,Slightly Delayed,96.33,Wallet,31963,1003,287070,1,443.17,Wheat Flour,Grocery & Staples,"Gala, Magar and Rajagopal",443.17,521.38,15.0,365,20,93,31963,2024-11-01 10:05:47,2024-11-01 10:20:47,15.0,2.12,Slightly Delayed,Traffic,4843776,88324928,4,"Average experience, could improve.",Product Quality,Neutral,2024-11-01,Geetika Nanda,jpalla@example.org,911669329675,"843, Yogi Zila
Panvel-489127",Alappuzha,137999,2023-03-19,Regular,13,340.65
210693801,71235336,2024-08-21,2024-08-21 04:10:25,2024-08-21 04:12:25,On Time,3561.22,UPI,14789,4184,432617,3,863.18,Baby Wipes,Baby Care,Dora-Pillai,863.18,1233.11,30.0,365,17,97,14789,2024-08-21 04:10:25,2024-08-21 04:12:25,2.0,2.5,On Time,Traffic,8241448,71235336,3,Product was damaged during delivery.,Customer Service,Negative,2024-08-21,Gabriel Sawhney,chahalsamuel@example.net,911821918243,"H.No. 671, Doctor Chowk, Saharanpur 270113",Bokaro,551761,2024-01-30,Regular,16,248.21
8120002258,57833505,2024-01-01,2024-01-01 00:15:08,2024-01-01 00:11:08,On Time,1213.05,Card,61526,6830,131937,1,287.81,Frozen Pizza,Instant & Frozen Food,"Varkey, Devi and Ganguly",287.81,479.68,40.0,180,18,68,61526,2024-01-01 00:15:08,2024-01-01 00:11:08,-4.0,2.43,On Time,,1664531,57833505,3,"Nothing to complain about, but nothing exceptional.",Delivery,Neutral,2024-01-01,Pooja Nadkarni,parmarvasatika@example.org,916008140997,"871
Parsa Chowk
Nagercoil 859863",Thrissur,805070,2024-01-10,New,5,1832.55
